account_id,churn_probability,churn_probability_percent,top_reasons,risk_level,explanation
A-f3ff05,0.01669403233279885,1.7%,"customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; long-term satisfaction is moderate."
A-f45426,0.019024264645106054,1.9%,"customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; Country us; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.9%. Key drivers include: customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; Country us; customer sentiment is consistently negative, a strong churn predictor."
A-fabe19,0.018792398118826634,1.9%,"customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.9%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-fe79a5,0.8914845535811122,89.1%,"Seats; customer is currently in the trial phase, a stage characterized by high churn variability; long-term satisfaction is moderate",High Risk,"Predicted churn risk is 89.1%. Key drivers include: Seats; customer is currently in the trial phase, a stage characterized by high churn variability; long-term satisfaction is moderate."
A-faa28c,0.01550652065174468,1.6%,"Referral source other; support ticket activity has remained stable recently; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Referral source other; support ticket activity has remained stable recently; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior."
A-f5641b,0.015607640711880186,1.6%,"Country us; Ticket high risk; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Country us; Ticket high risk; customer sentiment is consistently negative, a strong churn predictor."
A-f51f16,0.015327469639939627,1.5%,"Country us; customer was acquired organically, a cohort associated with higher retention; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Country us; customer was acquired organically, a cohort associated with higher retention; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior."
A-0651a4,0.017959265540392275,1.8%,"Reason code support; long-term satisfaction scores are historically low, a strong churn predictor; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: Reason code support; long-term satisfaction scores are historically low, a strong churn predictor; customer sentiment is consistently negative, a strong churn predictor."
A-700ade,0.016975962062665745,1.7%,"Country uk; average session duration is strong (87.45 min); customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: Country uk; average session duration is strong (87.45 min); customer is currently in the trial phase, a stage characterized by high churn variability."
A-6f8ad2,0.015610008046988122,1.6%,"Error low errors; customer was acquired through partner channels, where churn depends on integration quality; Error no errors",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Error low errors; customer was acquired through partner channels, where churn depends on integration quality; Error no errors."
A-781cc0,0.015890945673234295,1.6%,average session duration is strong (51.33 min); customer sentiment appears neutral and may indicate disengagement risk; long-term satisfaction is moderate,Low Risk,Predicted churn risk is 1.6%. Key drivers include: average session duration is strong (51.33 min); customer sentiment appears neutral and may indicate disengagement risk; long-term satisfaction is moderate.
A-702032,0.0228578929680431,2.3%,"Country us; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 2.3%. Key drivers include: Country us; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor."
A-5c9849,0.015319911311919936,1.5%,"Ticket high risk; customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; customer was acquired organically, a cohort associated with higher retention",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Ticket high risk; customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; customer was acquired organically, a cohort associated with higher retention."
