,subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,usage_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature,usage_duration_min,ticket_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag,reference_date,reference_month_int,ticket_month_int,months_before_reference
4698,S-f4a4c8,A-c37cab,2024-10-05,2024-12-13,Enterprise,98,19502,234024,False,True,False,True,monthly,True,U-daf622,2023-10-29,feature_19,9,2133,0,True,35.55,T-7cab7d,2024-01-15,2024-01-15 01:00:00,1.0,low,28,4.0,False,2024-12-31,659,648,-11
4711,S-53bced,A-a1bbb6,2023-07-06,2023-11-13,Pro,5,245,2940,False,False,False,True,monthly,False,U-8428f8,2023-03-04,feature_18,16,4032,0,False,67.2,T-50c7f8,2024-01-18,2024-01-19 12:00:00,36.0,urgent,47,0.0,False,2024-12-31,659,648,-11
4744,S-f6f97e,A-02cd81,2024-06-29,2024-08-03,Pro,44,2156,25872,False,False,False,True,annual,True,U-11d500,2024-07-31,feature_5,11,2497,0,False,41.61666666666667,T-eb6b8e,2024-07-10,2024-07-10 09:00:00,9.0,high,99,4.0,True,2024-12-31,659,654,-5
4745,S-f6f97e,A-02cd81,2024-06-29,2024-08-03,Pro,44,2156,25872,False,False,False,True,annual,True,U-11d500,2024-07-31,feature_5,11,2497,0,False,41.61666666666667,T-435417,2024-02-02,2024-02-02 06:00:00,6.0,urgent,44,5.0,False,2024-12-31,659,649,-10
4746,S-f6f97e,A-02cd81,2024-06-29,2024-08-03,Pro,44,2156,25872,False,False,False,True,annual,True,U-11d500,2024-07-31,feature_5,11,2497,0,False,41.61666666666667,T-b685e1,2024-03-12,2024-03-13 13:00:00,37.0,medium,111,0.0,False,2024-12-31,659,650,-9
4817,S-ae1278,A-2ebb4b,2024-07-02,2024-08-13,Pro,41,2009,24108,False,False,False,True,monthly,True,U-de6a6c,2023-09-19,feature_5,7,469,0,False,7.816666666666666,T-452a96,2024-04-05,2024-04-06 12:00:00,36.0,low,149,3.0,False,2024-12-31,659,651,-8
4844,S-d1a6c6,A-443b7c,2024-12-26,2024-12-29,Basic,17,323,3876,False,False,False,True,monthly,False,U-79fee3,2023-09-23,feature_3,9,1755,0,False,29.25,T-e6c083,2024-05-16,2024-05-17 18:00:00,42.0,high,81,5.0,False,2024-12-31,659,652,-7
4849,S-d1a6c6,A-443b7c,2024-12-26,2024-12-29,Basic,17,323,3876,False,False,False,True,monthly,False,U-79fee3,2023-09-23,feature_3,9,1755,0,False,29.25,T-0238f9,2024-07-19,2024-07-19 05:00:00,5.0,medium,81,4.0,False,2024-12-31,659,654,-5
4850,S-d1a6c6,A-443b7c,2024-12-26,2024-12-29,Basic,17,323,3876,False,False,False,True,monthly,False,U-79fee3,2023-09-23,feature_3,9,1755,0,False,29.25,T-e7e186,2024-02-27,2024-02-29 12:00:00,60.0,urgent,91,0.0,False,2024-12-31,659,649,-10
4923,S-44483e,A-bbc346,2024-09-30,2024-10-22,Enterprise,19,0,0,True,False,True,True,monthly,True,U-29f5d8,2023-10-13,feature_25,12,6156,0,False,102.6,T-b7b797,2024-03-11,2024-03-12 11:00:00,35.0,medium,24,0.0,False,2024-12-31,659,650,-9
4925,S-44483e,A-bbc346,2024-09-30,2024-10-22,Enterprise,19,0,0,True,False,True,True,monthly,True,U-29f5d8,2023-10-13,feature_25,12,6156,0,False,102.6,T-ba59c1,2024-09-05,2024-09-07 03:00:00,51.0,medium,156,5.0,False,2024-12-31,659,656,-3
4959,S-f22b7f,A-b44e3e,2024-12-27,2024-12-27,Enterprise,40,7960,95520,False,False,False,True,annual,True,U-e93ca6,2024-05-06,feature_4,5,2745,0,False,45.75,T-13a6c8,2023-12-27,2023-12-27 10:00:00,10.0,urgent,119,4.0,False,2024-12-31,659,647,-12
4960,S-f22b7f,A-b44e3e,2024-12-27,2024-12-27,Enterprise,40,7960,95520,False,False,False,True,annual,True,U-e93ca6,2024-05-06,feature_4,5,2745,0,False,45.75,T-0e6a8b,2024-06-23,2024-06-25 23:00:00,71.0,medium,66,4.0,False,2024-12-31,659,653,-6
4967,S-fc4ac6,A-ac14bb,2024-02-22,2024-06-13,Basic,21,399,4788,False,False,False,True,monthly,True,U-388e81,2023-11-01,feature_26,10,3950,0,False,65.83333333333333,T-088eb6,2024-03-28,2024-03-28 21:00:00,21.0,high,23,0.0,False,2024-12-31,659,650,-9
4968,S-fc4ac6,A-ac14bb,2024-02-22,2024-06-13,Basic,21,399,4788,False,False,False,True,monthly,True,U-388e81,2023-11-01,feature_26,10,3950,0,False,65.83333333333333,T-37e292,2024-06-12,2024-06-13 04:00:00,28.0,low,38,4.0,False,2024-12-31,659,653,-6
4989,S-eb23dd,A-4ef964,2024-09-27,2024-10-29,Basic,38,722,8664,False,False,False,True,monthly,True,U-91b2cd,2024-12-04,feature_39,12,288,0,False,4.8,T-22582a,2024-11-25,2024-11-27 17:00:00,65.0,medium,151,5.0,False,2024-12-31,659,658,-1
5031,S-d19216,A-17939a,2024-12-28,2024-12-29,Basic,86,1634,19608,False,False,False,True,monthly,True,U-6c328f,2024-10-29,feature_15,8,312,0,True,5.2,T-cce7ba,2024-08-14,2024-08-16 05:00:00,53.0,urgent,150,0.0,False,2024-12-31,659,655,-4
5032,S-d19216,A-17939a,2024-12-28,2024-12-29,Basic,86,1634,19608,False,False,False,True,monthly,True,U-6c328f,2024-10-29,feature_15,8,312,0,True,5.2,T-202a0d,2023-12-30,2023-12-31 10:00:00,34.0,medium,7,0.0,False,2024-12-31,659,647,-12
5033,S-d19216,A-17939a,2024-12-28,2024-12-29,Basic,86,1634,19608,False,False,False,True,monthly,True,U-6c328f,2024-10-29,feature_15,8,312,0,True,5.2,T-4616b9,2024-02-06,2024-02-08 18:00:00,66.0,high,105,5.0,False,2024-12-31,659,649,-10
5034,S-d19216,A-17939a,2024-12-28,2024-12-29,Basic,86,1634,19608,False,False,False,True,monthly,True,U-6c328f,2024-10-29,feature_15,8,312,0,True,5.2,T-93c07c,2024-08-01,2024-08-01 08:00:00,8.0,low,152,4.0,False,2024-12-31,659,655,-4
5037,S-d19216,A-17939a,2024-12-28,2024-12-29,Basic,86,1634,19608,False,False,False,True,monthly,True,U-6c328f,2024-10-29,feature_15,8,312,0,True,5.2,T-cd3896,2024-05-14,2024-05-15 02:00:00,26.0,high,35,5.0,False,2024-12-31,659,652,-7
5075,S-84e146,A-d82ef9,2024-07-21,2024-11-24,Basic,53,1007,12084,False,False,False,True,monthly,True,U-a12b4a,2023-08-07,feature_4,9,4212,0,False,70.2,T-80fc65,2024-10-08,2024-10-10 13:00:00,61.0,low,116,0.0,True,2024-12-31,659,657,-2
5206,S-88c79e,A-e3bd71,2024-02-18,2024-04-29,Enterprise,31,6169,74028,False,False,False,True,monthly,True,U-1067c9,2023-11-16,feature_8,8,4456,0,False,74.26666666666667,T-ade86f,2024-01-25,2024-01-25 16:00:00,16.0,low,96,0.0,False,2024-12-31,659,648,-11
5215,S-9bf16e,A-533452,2024-11-23,2024-12-20,Pro,9,441,5292,False,False,False,True,monthly,True,U-1a9950,2024-04-26,feature_15,10,1560,0,False,26.0,T-22842d,2024-08-05,2024-08-05 08:00:00,8.0,high,66,3.0,False,2024-12-31,659,655,-4
5217,S-9bf16e,A-533452,2024-11-23,2024-12-20,Pro,9,441,5292,False,False,False,True,monthly,True,U-1a9950,2024-04-26,feature_15,10,1560,0,False,26.0,T-ce367c,2024-07-27,2024-07-27 20:00:00,20.0,urgent,30,0.0,False,2024-12-31,659,654,-5
5242,S-5d5a8d,A-2922b6,2024-12-17,2024-12-28,Pro,15,735,8820,False,False,False,True,annual,True,U-4ccaa4,2023-04-24,feature_22,6,1344,0,False,22.4,T-60706c,2024-10-02,2024-10-03 03:00:00,27.0,urgent,136,0.0,False,2024-12-31,659,657,-2
5243,S-5d5a8d,A-2922b6,2024-12-17,2024-12-28,Pro,15,735,8820,False,False,False,True,annual,True,U-4ccaa4,2023-04-24,feature_22,6,1344,0,False,22.4,T-34c636,2024-11-13,2024-11-13 04:00:00,4.0,high,70,4.0,False,2024-12-31,659,658,-1
5254,S-7452a4,A-118d55,2024-12-30,2024-12-31,Enterprise,29,5771,69252,False,False,False,True,monthly,True,U-6047f4,2024-03-06,feature_14,6,2370,0,False,39.5,T-f68dde,2024-09-08,2024-09-08 14:00:00,14.0,medium,1,4.0,False,2024-12-31,659,656,-3
5288,S-8b9deb,A-6c093d,2024-09-12,2024-11-01,Pro,7,343,4116,False,False,False,True,monthly,True,U-c66d07,2024-10-17,feature_35,15,2205,2,True,36.75,T-161f9c,2024-07-11,2024-07-12 03:00:00,27.0,high,6,0.0,False,2024-12-31,659,654,-5
5289,S-8b9deb,A-6c093d,2024-09-12,2024-11-01,Pro,7,343,4116,False,False,False,True,monthly,True,U-c66d07,2024-10-17,feature_35,15,2205,2,True,36.75,T-49a11d,2024-05-08,2024-05-09 12:00:00,36.0,medium,123,5.0,False,2024-12-31,659,652,-7
5321,S-021985,A-66224b,2024-12-22,2024-12-30,Enterprise,92,18308,219696,False,False,False,True,monthly,False,U-d756cf,2023-10-21,feature_1,11,3707,0,True,61.78333333333333,T-7d4777,2024-11-20,2024-11-21 16:00:00,40.0,medium,4,3.0,False,2024-12-31,659,658,-1
5322,S-021985,A-66224b,2024-12-22,2024-12-30,Enterprise,92,18308,219696,False,False,False,True,monthly,False,U-d756cf,2023-10-21,feature_1,11,3707,0,True,61.78333333333333,T-d6ab6c,2023-12-05,2023-12-05 06:00:00,6.0,urgent,58,3.0,False,2024-12-31,659,647,-12
5324,S-021985,A-66224b,2024-12-22,2024-12-30,Enterprise,92,18308,219696,False,False,False,True,monthly,False,U-d756cf,2023-10-21,feature_1,11,3707,0,True,61.78333333333333,T-8027c4,2024-02-29,2024-03-01 04:00:00,28.0,low,113,3.0,False,2024-12-31,659,649,-10
5325,S-021985,A-66224b,2024-12-22,2024-12-30,Enterprise,92,18308,219696,False,False,False,True,monthly,False,U-d756cf,2023-10-21,feature_1,11,3707,0,True,61.78333333333333,T-9d9a08,2024-03-22,2024-03-24 18:00:00,66.0,urgent,105,3.0,False,2024-12-31,659,650,-9
5326,S-021985,A-66224b,2024-12-22,2024-12-30,Enterprise,92,18308,219696,False,False,False,True,monthly,False,U-d756cf,2023-10-21,feature_1,11,3707,0,True,61.78333333333333,T-db5a57,2024-10-17,2024-10-18 22:00:00,46.0,high,43,5.0,False,2024-12-31,659,657,-2
5351,S-b11cdb,A-05d3b3,2024-08-05,2024-08-12,Basic,24,456,5472,False,False,False,True,annual,True,U-b1a105,2024-09-16,feature_39,14,1288,0,False,21.466666666666665,T-1d7cfb,2024-08-11,2024-08-11 15:00:00,15.0,urgent,44,5.0,False,2024-12-31,659,655,-4
5355,S-b11cdb,A-05d3b3,2024-08-05,2024-08-12,Basic,24,456,5472,False,False,False,True,annual,True,U-b1a105,2024-09-16,feature_39,14,1288,0,False,21.466666666666665,T-a61271,2024-11-03,2024-11-05 16:00:00,64.0,urgent,3,0.0,False,2024-12-31,659,658,-1
5356,S-b11cdb,A-05d3b3,2024-08-05,2024-08-12,Basic,24,456,5472,False,False,False,True,annual,True,U-b1a105,2024-09-16,feature_39,14,1288,0,False,21.466666666666665,T-2fdfe5,2024-05-14,2024-05-15 15:00:00,39.0,low,114,4.0,False,2024-12-31,659,652,-7
5382,S-4f3f73,A-1b9609,2024-08-04,2024-08-12,Pro,4,196,2352,False,False,False,True,annual,True,U-3ef096,2024-07-14,feature_18,13,6630,3,False,110.5,T-533b28,2024-10-22,2024-10-24 17:00:00,65.0,high,26,0.0,False,2024-12-31,659,657,-2
5383,S-4f3f73,A-1b9609,2024-08-04,2024-08-12,Pro,4,196,2352,False,False,False,True,annual,True,U-3ef096,2024-07-14,feature_18,13,6630,3,False,110.5,T-f0aca7,2024-04-22,2024-04-24 14:00:00,62.0,urgent,74,3.0,False,2024-12-31,659,651,-8
5384,S-4f3f73,A-1b9609,2024-08-04,2024-08-12,Pro,4,196,2352,False,False,False,True,annual,True,U-3ef096,2024-07-14,feature_18,13,6630,3,False,110.5,T-9f53ca,2024-01-23,2024-01-24 05:00:00,29.0,high,157,0.0,False,2024-12-31,659,648,-11
5386,S-ae20d8,A-9289f6,2023-07-04,2023-07-09,Basic,12,228,2736,False,True,False,True,annual,True,U-64bbb0,2023-01-08,feature_2,8,2936,0,False,48.93333333333333,T-d5ea25,2024-10-14,2024-10-16 11:00:00,59.0,low,56,5.0,False,2024-12-31,659,657,-2
5403,S-1d081a,A-ad3abd,2023-05-10,2024-07-20,Pro,44,2156,25872,False,False,False,True,annual,True,U-f4d0ae,2024-05-03,feature_11,11,6237,3,False,103.95,T-7c2d38,2024-11-03,2024-11-03 01:00:00,1.0,high,35,0.0,False,2024-12-31,659,658,-1
5404,S-1d081a,A-ad3abd,2023-05-10,2024-07-20,Pro,44,2156,25872,False,False,False,True,annual,True,U-f4d0ae,2024-05-03,feature_11,11,6237,3,False,103.95,T-1ce392,2023-12-28,2023-12-29 01:00:00,25.0,urgent,164,3.0,False,2024-12-31,659,647,-12
5421,S-f15008,A-0aaf6e,2024-12-07,2024-12-15,Pro,12,588,7056,False,False,False,True,annual,False,U-ac9faa,2024-03-07,feature_37,16,288,2,False,4.8,T-3b24c1,2024-06-09,2024-06-11 06:00:00,54.0,high,151,3.0,False,2024-12-31,659,653,-6
5424,S-f15008,A-0aaf6e,2024-12-07,2024-12-15,Pro,12,588,7056,False,False,False,True,annual,False,U-ac9faa,2024-03-07,feature_37,16,288,2,False,4.8,T-db2c10,2024-10-13,2024-10-15 11:00:00,59.0,low,47,5.0,False,2024-12-31,659,657,-2
5441,S-5bc71c,A-d77f4c,2023-10-24,2024-02-19,Basic,8,152,1824,False,False,False,True,monthly,True,U-60ef2b,2024-04-09,feature_40,10,3920,2,False,65.33333333333333,T-7e7eb8,2024-06-30,2024-07-02 06:00:00,54.0,low,68,3.0,False,2024-12-31,659,653,-6
5449,S-52699f,A-df10db,2023-08-25,2024-12-03,Basic,14,266,3192,False,False,False,True,monthly,True,U-f04580,2023-12-23,feature_14,7,763,0,False,12.716666666666667,T-7e129c,2023-12-04,2023-12-06 20:00:00,68.0,medium,46,3.0,True,2024-12-31,659,647,-12
5450,S-52699f,A-df10db,2023-08-25,2024-12-03,Basic,14,266,3192,False,False,False,True,monthly,True,U-f04580,2023-12-23,feature_14,7,763,0,False,12.716666666666667,T-035ec1,2024-09-11,2024-09-13 21:00:00,69.0,medium,127,3.0,False,2024-12-31,659,656,-3
5494,S-7b3fd3,A-5a92e7,2024-07-08,2024-10-15,Enterprise,4,796,9552,False,False,False,True,annual,True,U-f5fbf7,2024-07-10,feature_39,9,1701,1,False,28.35,T-c895a0,2024-10-10,2024-10-10 22:00:00,22.0,medium,3,3.0,False,2024-12-31,659,657,-2
5497,S-7b3fd3,A-5a92e7,2024-07-08,2024-10-15,Enterprise,4,796,9552,False,False,False,True,annual,True,U-f5fbf7,2024-07-10,feature_39,9,1701,1,False,28.35,T-5cfb64,2024-08-15,2024-08-17 21:00:00,69.0,low,136,0.0,False,2024-12-31,659,655,-4
5527,S-195cd5,A-ae052e,2024-11-28,2024-12-06,Pro,40,1960,23520,False,False,False,True,monthly,True,U-88cb26,2024-10-02,feature_21,7,3486,0,False,58.1,T-03d219,2024-01-02,2024-01-04 05:00:00,53.0,urgent,6,0.0,False,2024-12-31,659,648,-11
5529,S-195cd5,A-ae052e,2024-11-28,2024-12-06,Pro,40,1960,23520,False,False,False,True,monthly,True,U-88cb26,2024-10-02,feature_21,7,3486,0,False,58.1,T-1ea354,2023-12-07,2023-12-07 12:00:00,12.0,urgent,48,0.0,False,2024-12-31,659,647,-12
5585,S-1b7677,A-ced9aa,2024-12-04,2024-12-20,Enterprise,6,1194,14328,False,False,False,True,annual,True,U-2326c8,2023-02-12,feature_34,8,1808,0,False,30.133333333333333,T-699109,2024-05-14,2024-05-15 10:00:00,34.0,urgent,54,0.0,False,2024-12-31,659,652,-7
5586,S-1b7677,A-ced9aa,2024-12-04,2024-12-20,Enterprise,6,1194,14328,False,False,False,True,annual,True,U-2326c8,2023-02-12,feature_34,8,1808,0,False,30.133333333333333,T-6d98ab,2023-12-22,2023-12-23 22:00:00,46.0,high,124,0.0,False,2024-12-31,659,647,-12
5654,S-80c24c,A-139c3b,2024-11-26,2024-12-31,Pro,17,833,9996,False,True,False,True,monthly,True,U-46aa95,2024-11-30,feature_35,8,2808,0,False,46.8,T-f86b35,2024-09-13,2024-09-13 11:00:00,11.0,urgent,108,0.0,False,2024-12-31,659,656,-3
5660,S-80c24c,A-139c3b,2024-11-26,2024-12-31,Pro,17,833,9996,False,True,False,True,monthly,True,U-46aa95,2024-11-30,feature_35,8,2808,0,False,46.8,T-731aca,2023-12-29,2023-12-29 14:00:00,14.0,high,36,0.0,False,2024-12-31,659,647,-12
5696,S-47cf94,A-e5d6ab,2023-10-02,2024-05-03,Basic,35,665,7980,False,False,False,True,annual,True,U-a9a4b3,2024-03-20,feature_35,5,605,1,False,10.083333333333334,T-d0a540,2024-09-17,2024-09-19 06:00:00,54.0,high,11,0.0,False,2024-12-31,659,656,-3
5697,S-47cf94,A-e5d6ab,2023-10-02,2024-05-03,Basic,35,665,7980,False,False,False,True,annual,True,U-a9a4b3,2024-03-20,feature_35,5,605,1,False,10.083333333333334,T-0aeed3,2024-06-27,2024-06-28 00:00:00,24.0,low,151,0.0,False,2024-12-31,659,653,-6
5771,S-632337,A-7da956,2024-09-26,2024-12-29,Enterprise,14,2786,33432,False,False,False,True,monthly,True,U-465daa,2024-07-23,feature_21,11,3663,3,False,61.05,T-fcd539,2024-07-12,2024-07-12 21:00:00,21.0,urgent,97,0.0,False,2024-12-31,659,654,-5
5772,S-632337,A-7da956,2024-09-26,2024-12-29,Enterprise,14,2786,33432,False,False,False,True,monthly,True,U-465daa,2024-07-23,feature_21,11,3663,3,False,61.05,T-6de710,2024-02-04,2024-02-05 18:00:00,42.0,low,55,0.0,False,2024-12-31,659,649,-10
5773,S-632337,A-7da956,2024-09-26,2024-12-29,Enterprise,14,2786,33432,False,False,False,True,monthly,True,U-465daa,2024-07-23,feature_21,11,3663,3,False,61.05,T-da9234,2024-04-20,2024-04-21 11:00:00,35.0,medium,112,5.0,False,2024-12-31,659,651,-8
5783,S-38eb77,A-417d2f,2024-02-02,2024-05-03,Enterprise,26,5174,62088,False,True,False,True,monthly,True,U-8b757a,2023-01-31,feature_37,9,3582,0,False,59.7,T-b60d4d,2024-02-01,2024-02-03 04:00:00,52.0,high,20,5.0,False,2024-12-31,659,649,-10
5784,S-38eb77,A-417d2f,2024-02-02,2024-05-03,Enterprise,26,5174,62088,False,True,False,True,monthly,True,U-8b757a,2023-01-31,feature_37,9,3582,0,False,59.7,T-60bb06,2024-11-20,2024-11-22 08:00:00,56.0,low,144,0.0,False,2024-12-31,659,658,-1
5788,S-38eb77,A-417d2f,2024-02-02,2024-05-03,Enterprise,26,5174,62088,False,True,False,True,monthly,True,U-8b757a,2023-01-31,feature_37,9,3582,0,False,59.7,T-d9d697,2024-11-06,2024-11-08 22:00:00,70.0,urgent,3,0.0,False,2024-12-31,659,658,-1
5808,S-a3ab14,A-fdfc91,2024-07-31,2024-11-10,Pro,29,1421,17052,False,False,False,True,annual,False,U-354577,2023-12-23,feature_19,10,3550,0,False,59.166666666666664,T-742fdb,2024-11-17,2024-11-17 23:00:00,23.0,urgent,120,3.0,False,2024-12-31,659,658,-1
5810,S-a3ab14,A-fdfc91,2024-07-31,2024-11-10,Pro,29,1421,17052,False,False,False,True,annual,False,U-354577,2023-12-23,feature_19,10,3550,0,False,59.166666666666664,T-298948,2024-02-06,2024-02-08 05:00:00,53.0,urgent,105,4.0,False,2024-12-31,659,649,-10
5883,S-6ef81d,A-0b0d6d,2024-12-30,2024-12-31,Basic,25,475,5700,False,False,False,True,annual,True,U-d1b659,2024-12-14,feature_9,7,448,0,False,7.466666666666667,T-88d5fe,2024-01-14,2024-01-15 17:00:00,41.0,urgent,59,0.0,False,2024-12-31,659,648,-11
5885,S-6ef81d,A-0b0d6d,2024-12-30,2024-12-31,Basic,25,475,5700,False,False,False,True,annual,True,U-d1b659,2024-12-14,feature_9,7,448,0,False,7.466666666666667,T-1df716,2024-10-09,2024-10-11 01:00:00,49.0,medium,145,0.0,False,2024-12-31,659,657,-2
5903,S-09c1df,A-b7724f,2024-09-15,2024-10-02,Pro,1,49,588,False,False,False,True,annual,True,U-5455aa,2023-08-04,feature_17,6,1122,0,False,18.7,T-39076a,2024-01-22,2024-01-23 04:00:00,28.0,urgent,15,3.0,False,2024-12-31,659,648,-11
5904,S-09c1df,A-b7724f,2024-09-15,2024-10-02,Pro,1,49,588,False,False,False,True,annual,True,U-5455aa,2023-08-04,feature_17,6,1122,0,False,18.7,T-b87a5a,2024-07-24,2024-07-25 19:00:00,43.0,low,175,0.0,False,2024-12-31,659,654,-5
5926,S-f0081e,A-b7ef83,2024-12-06,2024-12-10,Enterprise,45,8955,107460,False,False,False,True,monthly,True,U-a5433e,2023-03-02,feature_1,14,2324,1,False,38.733333333333334,T-f3e69b,2024-10-03,2024-10-05 19:00:00,67.0,medium,70,0.0,False,2024-12-31,659,657,-2
5927,S-f0081e,A-b7ef83,2024-12-06,2024-12-10,Enterprise,45,8955,107460,False,False,False,True,monthly,True,U-a5433e,2023-03-02,feature_1,14,2324,1,False,38.733333333333334,T-6b7933,2024-01-24,2024-01-25 04:00:00,28.0,urgent,88,4.0,False,2024-12-31,659,648,-11
5934,S-b45bc6,A-425e76,2023-08-18,2023-11-01,Enterprise,32,6368,76416,False,False,False,True,monthly,True,U-f3314f,2024-05-16,feature_36,9,414,1,False,6.9,T-3bfb51,2024-05-07,2024-05-07 23:00:00,23.0,high,60,0.0,False,2024-12-31,659,652,-7
5937,S-b45bc6,A-425e76,2023-08-18,2023-11-01,Enterprise,32,6368,76416,False,False,False,True,monthly,True,U-f3314f,2024-05-16,feature_36,9,414,1,False,6.9,T-87f0f2,2024-02-18,2024-02-20 22:00:00,70.0,medium,164,3.0,False,2024-12-31,659,649,-10
5938,S-b45bc6,A-425e76,2023-08-18,2023-11-01,Enterprise,32,6368,76416,False,False,False,True,monthly,True,U-f3314f,2024-05-16,feature_36,9,414,1,False,6.9,T-9d2c2c,2024-03-05,2024-03-07 12:00:00,60.0,medium,50,0.0,False,2024-12-31,659,650,-9
5969,S-a9bfe0,A-4bfa33,2024-12-12,2024-12-29,Pro,9,441,5292,False,False,False,True,monthly,False,U-dce6b4,2023-07-20,feature_4,7,483,1,False,8.05,T-2c61f3,2024-06-29,2024-06-29 16:00:00,16.0,high,180,3.0,False,2024-12-31,659,653,-6
5970,S-a9bfe0,A-4bfa33,2024-12-12,2024-12-29,Pro,9,441,5292,False,False,False,True,monthly,False,U-dce6b4,2023-07-20,feature_4,7,483,1,False,8.05,T-753ba1,2023-12-08,2023-12-08 19:00:00,19.0,high,29,0.0,False,2024-12-31,659,647,-12
5971,S-a9bfe0,A-4bfa33,2024-12-12,2024-12-29,Pro,9,441,5292,False,False,False,True,monthly,False,U-dce6b4,2023-07-20,feature_4,7,483,1,False,8.05,T-1f01f6,2023-12-12,2023-12-12 12:00:00,12.0,urgent,46,4.0,False,2024-12-31,659,647,-12
6000,S-fd12a3,A-ed510f,2023-07-17,2023-10-09,Basic,42,798,9576,False,False,False,True,annual,False,U-9a3999,2024-04-13,feature_13,8,1176,0,False,19.6,T-1c2c18,2024-03-28,2024-03-30 08:00:00,56.0,urgent,122,0.0,False,2024-12-31,659,650,-9
6001,S-fd12a3,A-ed510f,2023-07-17,2023-10-09,Basic,42,798,9576,False,False,False,True,annual,False,U-9a3999,2024-04-13,feature_13,8,1176,0,False,19.6,T-210819,2024-09-13,2024-09-13 11:00:00,11.0,medium,87,4.0,False,2024-12-31,659,656,-3
6002,S-fd12a3,A-ed510f,2023-07-17,2023-10-09,Basic,42,798,9576,False,False,False,True,annual,False,U-9a3999,2024-04-13,feature_13,8,1176,0,False,19.6,T-4336b6,2024-06-22,2024-06-24 09:00:00,57.0,low,19,0.0,False,2024-12-31,659,653,-6
6015,S-1f5faf,A-34ea2f,2024-10-03,2024-12-20,Enterprise,8,0,0,True,False,False,True,monthly,False,U-993e5e,2024-06-17,feature_20,10,4050,0,False,67.5,T-041287,2024-07-15,2024-07-17 22:00:00,70.0,urgent,19,4.0,False,2024-12-31,659,654,-5
6016,S-1f5faf,A-34ea2f,2024-10-03,2024-12-20,Enterprise,8,0,0,True,False,False,True,monthly,False,U-993e5e,2024-06-17,feature_20,10,4050,0,False,67.5,T-30fb5e,2023-12-20,2023-12-20 11:00:00,11.0,low,158,3.0,False,2024-12-31,659,647,-12
6019,S-1f5faf,A-34ea2f,2024-10-03,2024-12-20,Enterprise,8,0,0,True,False,False,True,monthly,False,U-993e5e,2024-06-17,feature_20,10,4050,0,False,67.5,T-be7c14,2024-10-09,2024-10-10 01:00:00,25.0,low,77,0.0,False,2024-12-31,659,657,-2
6022,S-1f5faf,A-34ea2f,2024-10-03,2024-12-20,Enterprise,8,0,0,True,False,False,True,monthly,False,U-993e5e,2024-06-17,feature_20,10,4050,0,False,67.5,T-9d29d0,2023-12-30,2023-12-31 21:00:00,45.0,low,60,0.0,False,2024-12-31,659,647,-12
6091,S-1cf9b0,A-922109,2024-07-15,2024-12-27,Pro,9,441,5292,False,False,False,True,monthly,False,U-ffc846,2023-05-04,feature_2,6,1914,2,False,31.9,T-42f242,2024-04-12,2024-04-14 01:00:00,49.0,high,104,3.0,False,2024-12-31,659,651,-8
6192,S-073381,A-2bc93d,2024-09-11,2024-09-27,Basic,14,266,3192,False,False,False,True,monthly,False,U-c73acd,2023-03-26,feature_35,10,4670,0,False,77.83333333333333,T-134bb9,2024-11-23,2024-11-23 07:00:00,7.0,medium,44,5.0,False,2024-12-31,659,658,-1
6194,S-c22c29,A-692f18,2024-12-15,2024-12-17,Enterprise,28,5572,66864,False,False,False,True,annual,True,U-14fdac,2024-08-29,feature_14,6,1998,0,False,33.3,T-2904e8,2024-11-11,2024-11-11 20:00:00,20.0,low,144,0.0,False,2024-12-31,659,658,-1
6195,S-c22c29,A-692f18,2024-12-15,2024-12-17,Enterprise,28,5572,66864,False,False,False,True,annual,True,U-14fdac,2024-08-29,feature_14,6,1998,0,False,33.3,T-de489a,2024-07-28,2024-07-30 07:00:00,55.0,high,96,5.0,False,2024-12-31,659,654,-5
6202,S-4695b8,A-ad64c6,2024-08-15,2024-11-11,Pro,12,588,7056,False,False,False,True,annual,True,U-5b948f,2023-10-06,feature_19,12,6972,3,False,116.2,T-9bfb24,2024-07-02,2024-07-04 20:00:00,68.0,high,2,5.0,False,2024-12-31,659,654,-5
6203,S-4695b8,A-ad64c6,2024-08-15,2024-11-11,Pro,12,588,7056,False,False,False,True,annual,True,U-5b948f,2023-10-06,feature_19,12,6972,3,False,116.2,T-72295c,2024-04-20,2024-04-20 04:00:00,4.0,medium,60,0.0,False,2024-12-31,659,651,-8
6204,S-4695b8,A-ad64c6,2024-08-15,2024-11-11,Pro,12,588,7056,False,False,False,True,annual,True,U-5b948f,2023-10-06,feature_19,12,6972,3,False,116.2,T-0313d4,2024-11-04,2024-11-06 04:00:00,52.0,medium,173,0.0,False,2024-12-31,659,658,-1
6205,S-4695b8,A-ad64c6,2024-08-15,2024-11-11,Pro,12,588,7056,False,False,False,True,annual,True,U-5b948f,2023-10-06,feature_19,12,6972,3,False,116.2,T-88abc2,2024-10-13,2024-10-13 12:00:00,12.0,high,159,0.0,False,2024-12-31,659,657,-2
